Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
22,7,2019,38163,1,0,0,194,58,123,5.0,32.91
1257,2,2011,43800,1,0,2,97,70,165,5.0,16.75
462,6,2007,92000,4,1,0,81,53,61,5.0,1.9
759,7,2017,14064,4,1,0,246,10,316,5.0,6.59
47,3,2017,42366,1,0,0,148,58,123,5.0,31.93
438,6,2014,76551,1,1,0,386,37,365,5.0,7.25
693,10,2008,72672,4,1,0,281,2,284,5.0,1.9
1160,8,2015,45000,1,1,0,388,14,299,5.0,3.55
269,5,2012,91696,1,0,0,24,108,93,7.0,9.25
340,7,2009,66484,4,1,0,88,16,288,5.0,1.65
134,3,2019,15456,1,0,0,305,64,150,5.0,36.64
1256,9,2011,55000,1,0,2,97,70,165,5.0,16.0
1049,7,2019,21112,0,1,0,130,9,292,5.0,5.38
485,10,2011,98000,4,1,0,176,146,372,5.278735151413753,3.15
367,0,2014,61297,1,1,0,395,37,365,5.0,4.35
1229,5,2006,80000,4,1,2,201,142,263,5.0,1.2
758,6,2013,59000,4,1,2,241,10,312,5.0,4.1
147,2,2009,150000,1,0,0,14,114,178,5.0,18.75
512,3,2017,60083,1,1,0,275,39,56,5.0,13.78
1129,8,2016,85450,1,1,0,402,14,299,5.0,4.0
1159,6,2013,88000,1,1,0,354,14,299,5.0,4.33
553,7,2015,81828,1,1,0,372,6,298,5.0,5.43
318,9,2016,18000,4,1,0,229,9,338,5.0,4.9
1321,8,2016,34000,1,0,0,34,70,113,5.0,25.5
563,0,2015,46000,4,0,0,253,10,318,5.0,5.1
635,5,2013,48158,1,1,0,344,39,59,5.0,6.7
113,5,2013,93000,1,0,0,177,114,172,5.0,26.5
1379,0,2013,71007,1,1,0,359,29,268,5.0,3.9
1115,10,2010,63067,4,1,2,142,40,10,5.0,2.7
1609,5,2011,70259,1,1,0,318,14,347,5.0,2.95
11,0,2015,13000,1,0,0,174,58,75,5.0,23.0
1156,10,2009,140000,1,1,2,217,14,303,5.0,2.49
1149,6,2015,130000,1,1,0,388,14,299,5.0,4.5
1691,4,2011,89401,1,1,0,328,19,339,5.0,4.5
480,5,2015,67000,1,1,0,408,37,365,5.0,6.9
120,7,2010,65329,4,0,0,422,127,238,4.0,20.72
1472,6,2010,72000,4,1,0,164,11,296,5.0,2.21
229,6,2001,70000,4,1,3,0,13,371,5.0,0.55
805,9,2011,82000,1,0,2,44,74,147,5.0,13.9
295,10,2010,85000,4,1,0,138,44,2,5.0,1.46
654,10,2012,83000,1,0,0,256,39,59,5.0,6.0
1453,6,2016,26000,4,1,0,333,145,278,5.0,3.0
1581,4,2012,27000,1,1,0,343,14,347,5.0,3.5
742,7,2018,37746,1,1,0,321,25,345,5.0,7.59
1116,9,2009,63274,4,1,2,127,40,15,5.0,1.99
1459,5,2016,25000,4,1,0,387,138,248,5.0,3.8
935,1,2013,197000,1,1,0,30,93,30,7.0,4.0
526,1,2013,45010,4,1,2,317,139,252,5.0,2.95
378,4,2013,75348,1,1,0,395,37,365,5.0,3.75
1824,8,2010,90110,1,1,0,340,12,296,5.0,2.5
423,10,2011,102013,4,1,0,188,36,42,5.0,3.75
1733,10,2015,36000,1,0,0,50,112,116,7.0,22.0
360,7,2017,37578,4,1,0,224,11,335,5.0,6.14
70,10,2015,46001,1,0,0,300,64,80,5.0,16.0
1005,5,2014,46559,4,0,0,360,144,279,5.0,3.75
1754,9,2015,48000,1,1,0,64,89,1,8.0,11.75
779,10,2013,46000,1,0,2,166,74,146,5.0,24.0
499,5,2017,15000,4,1,0,208,12,344,5.0,8.9
135,2,2012,85000,1,0,3,190,64,142,5.0,10.0
1522,9,2014,32000,4,0,0,100,46,11,5.0,5.55
1843,7,2012,60818,4,1,0,160,46,11,5.0,3.59
248,3,2019,35188,1,1,0,352,37,364,5.0,11.13
921,6,2012,110000,1,1,0,131,74,75,7.0,7.2
298,9,2014,61000,1,1,0,246,22,278,5.0,2.98
597,10,2010,75000,4,1,2,222,2,266,5.0,1.7
1280,4,2015,55000,1,0,0,38,113,173,7.0,52.0
971,10,2003,69966,4,1,0,278,137,239,5.0,0.95
452,9,2016,42000,4,1,0,217,36,41,5.0,9.25
578,1,2014,48000,1,0,0,66,76,155,7.0,16.25
1283,8,2015,35000,1,0,0,221,70,67,5.0,20.99
1751,2,2005,128000,1,1,2,56,89,3,8.0,4.25
83,1,2008,78000,1,0,2,159,64,137,5.0,7.2
1174,5,2011,53080,4,1,0,246,10,333,5.0,4.4
1855,10,2011,66000,4,1,2,128,46,13,5.0,4.25
1061,0,2012,25000,4,1,0,157,21,358,7.0,5.35
563,3,2016,36139,4,0,2,253,10,318,5.0,6.3
511,4,2017,44000,1,1,0,275,39,56,5.0,12.5
34,0,2008,50000,1,0,2,178,110,183,5.0,7.5
923,4,2016,81177,1,1,0,156,65,75,7.0,11.25
250,9,2016,26000,4,0,0,158,38,28,5.0,7.65
667,9,2016,100000,1,1,0,377,3,290,5.0,4.5
1839,5,2014,75000,1,0,0,323,37,8,5.0,7.5
1338,7,2004,119859,4,0,0,65,113,170,5.0,7.1
694,9,2010,55980,4,1,0,291,10,310,5.0,2.25
22,5,2015,30000,1,0,0,194,58,123,5.0,27.0
765,10,2012,49700,1,1,2,338,25,346,5.0,4.18
621,2,2013,79000,1,1,0,365,25,344,5.0,6.5
423,4,2010,65100,4,1,0,188,36,42,5.0,3.15
1059,10,2016,54161,1,1,0,392,14,343,7.0,7.64
971,5,2011,28619,4,1,0,278,137,239,5.0,2.4
1186,9,2016,9000,4,0,0,298,144,278,5.0,4.25
627,7,2016,42876,1,0,0,256,39,56,5.0,9.31
972,1,2011,64000,4,1,0,278,137,239,5.0,2.39
1843,7,2018,20488,4,1,2,160,46,11,5.0,7.64
995,4,2016,21000,4,1,0,327,10,324,5.0,6.21
810,6,2012,119203,1,0,0,0,74,36,5.0,16.5
398,7,2011,55987,4,0,0,86,65,93,5.0,8.22
1729,3,2017,72668,1,1,0,98,102,124,7.0,28.85
427,9,2015,32000,4,0,0,143,36,37,5.0,8.5
458,9,2015,10400,4,1,0,203,36,41,5.0,6.51
1159,9,2013,35000,1,1,0,354,14,299,5.0,4.65
1685,7,2013,55101,4,0,0,109,49,72,5.0,8.4
1708,1,2014,57464,1,1,0,367,19,281,5.0,5.75
1191,6,2006,110000,4,1,0,253,144,282,5.0,1.11
225,7,2017,17941,4,1,0,147,146,372,5.278735151413753,3.93
1260,9,2014,72000,4,0,0,38,63,142,5.0,17.25
781,4,2012,16000,1,0,0,166,74,146,5.0,32.0
771,7,2011,62020,4,1,0,188,10,312,5.0,3.45
807,10,2014,85000,1,0,2,46,74,83,5.0,23.0
545,7,2018,14223,4,1,0,246,10,317,5.0,7.32
369,6,2014,41210,4,1,0,224,11,335,5.0,4.4
1299,1,2015,20000,1,0,0,0,113,111,5.0,47.35
958,3,2016,18043,4,1,0,351,137,241,5.0,4.12
1779,2,2016,80000,1,0,0,23,102,121,7.0,19.5
563,5,2016,21000,4,0,0,253,10,318,5.0,6.2
145,1,2016,49000,1,0,0,174,114,193,5.0,45.0
940,5,1998,104000,4,1,2,127,141,371,5.0,0.85
758,2,2010,95000,4,1,2,241,10,312,5.0,2.8
563,10,2015,32000,4,0,0,253,10,318,5.0,4.8
599,10,2003,80000,4,1,2,188,146,372,5.278735151413753,0.9
291,5,2014,122800,1,1,0,385,37,348,5.0,5.65
1265,0,2011,78000,1,1,2,127,72,371,5.0,14.5
1135,0,2015,69000,1,1,0,402,14,299,5.0,5.9
1727,10,2015,65000,1,1,2,367,19,279,5.0,5.0
677,0,2015,23000,4,1,0,258,10,318,5.0,4.9
464,0,2009,70000,4,1,0,81,53,61,5.0,4.25
1754,2,2014,250000,1,1,0,64,89,1,8.0,10.9
503,4,2012,56000,4,1,0,72,34,359,5.0,2.45
956,10,2013,30000,4,1,0,351,137,241,5.0,2.5
1341,8,2010,35000,4,0,0,424,132,230,2.0,29.5
258,6,2013,92250,1,1,2,349,37,349,5.0,5.75
683,10,2018,40000,4,1,0,288,10,317,5.0,5.0
1520,7,2014,96848,4,0,0,100,46,13,5.0,4.62
44,4,2016,42000,1,0,0,148,58,123,5.0,23.5
924,8,2013,55886,1,1,0,156,74,75,7.0,7.25
664,7,2019,12336,4,1,0,188,42,48,5.0,11.88
666,2,2009,60000,4,1,3,89,47,8,5.0,2.25
343,10,2003,83000,4,1,2,96,45,355,5.0,0.85
1374,10,2018,24000,4,1,0,277,11,279,5.0,4.0
396,10,2016,32198,4,0,0,171,11,338,5.0,5.1
1752,5,2014,92247,1,1,0,64,89,1,7.0,12.5
1840,2,2011,121311,1,1,0,303,37,25,5.0,2.9
918,3,2016,66296,1,1,0,156,74,75,7.0,15.96
676,9,2015,41000,4,0,0,182,10,318,5.0,5.45
266,7,2017,38681,1,1,0,81,75,97,7.0,23.86
198,7,2008,43761,4,1,0,224,143,265,5.0,1.75
1057,5,2017,17400,1,1,0,379,14,342,7.0,9.75
367,1,2013,61510,1,1,0,395,37,365,5.0,4.75
448,4,2014,60000,4,1,0,203,36,41,5.0,6.25
1351,1,2014,35165,1,0,2,369,66,30,5.0,22.0
1685,7,2016,41617,4,0,0,109,49,72,5.0,14.14
604,8,2005,45000,4,1,0,188,2,371,5.0,0.95
1548,4,2014,65000,4,0,0,86,52,98,5.0,11.95
1197,4,2011,68000,4,1,0,253,144,282,5.0,2.5
692,9,2013,49000,4,1,0,281,2,284,5.0,2.75
1648,3,2019,16698,4,1,0,370,12,329,5.0,5.85
995,0,2016,30965,4,1,0,327,10,324,5.0,6.25
1844,9,2014,56058,4,1,0,128,46,8,5.0,4.95
562,10,2017,15356,4,1,0,253,10,317,5.0,4.75
326,4,2013,54000,1,1,0,287,26,284,5.0,2.55
468,10,2011,47000,4,0,2,89,53,63,5.0,4.5
956,7,2015,21652,4,1,0,351,137,241,5.0,3.01
818,5,2016,52000,1,0,0,146,67,128,5.0,42.0
25,8,2010,35010,1,0,0,47,99,135,5.0,11.5
1269,5,2006,76662,1,0,0,14,113,159,5.0,10.99
421,6,2009,89000,4,0,0,188,36,42,5.0,3.71
400,6,2006,80000,4,0,3,2,79,91,5.0,2.0
1016,7,2018,39023,1,1,0,412,14,342,5.0,9.48
1196,6,2004,62000,4,1,2,253,144,282,5.0,1.25
512,6,2015,78046,1,1,0,275,39,56,5.0,10.9
1029,8,2015,34400,1,1,0,412,14,342,5.0,5.5
526,3,2016,64624,4,1,0,317,139,252,5.0,3.71
1061,9,2014,69192,4,1,0,157,21,358,7.0,6.25
1848,2,2012,55000,1,1,0,299,46,13,5.0,4.9
417,9,2005,81000,4,1,2,56,33,0,5.0,1.1
1834,7,2016,36733,4,1,0,170,11,296,5.0,4.72
951,7,2017,24310,0,1,0,417,137,233,4.0,3.7
1282,9,2016,43022,1,0,0,221,70,67,5.0,24.85
580,6,2013,74000,1,1,0,114,76,155,7.0,12.25
1159,8,2014,47000,1,1,0,354,14,299,5.0,3.9
546,7,2017,37460,4,1,0,246,10,317,5.0,6.28
938,9,2011,130000,1,1,0,91,93,30,8.0,2.75
565,3,2017,31576,4,1,0,253,10,318,5.0,7.85
1855,9,2011,66000,4,1,0,128,46,13,5.0,2.95
346,9,2008,79000,4,0,2,31,79,132,5.0,4.85
1340,1,2011,47140,1,0,2,81,107,204,5.0,30.0
1240,1,2016,36610,1,0,0,127,70,20,5.0,19.9
516,1,2016,93000,1,1,0,297,39,56,5.0,10.8
969,5,2007,52195,4,1,0,278,137,239,5.0,1.75
2,9,2016,20003,1,0,0,293,58,80,5.0,19.25
1440,4,2013,66314,1,1,0,283,29,327,5.0,5.5
290,2,2009,76000,1,1,0,217,26,283,5.0,2.75
518,1,2015,29000,1,1,0,275,39,56,5.0,13.0
330,9,2011,30000,1,1,0,287,26,283,5.0,3.2
1833,3,2013,56526,4,1,0,136,46,11,5.0,5.84
1869,5,2015,38000,1,0,2,180,59,90,5.0,24.0
654,2,2012,41000,1,0,0,256,39,59,5.0,6.25
122,5,2009,53000,1,0,0,107,114,193,5.0,36.0
1358,2,2003,125000,1,1,3,120,66,283,5.0,3.0
1731,2,2010,242000,1,1,0,26,112,120,7.0,11.0
1028,2,2015,90000,1,1,0,400,14,342,5.0,6.5
1181,5,2018,11000,1,1,0,376,14,342,5.0,9.4
93,7,2018,21936,1,0,0,335,64,150,5.0,37.92
1856,10,2013,41000,4,0,0,103,46,13,5.0,5.25
710,2,2011,47000,4,1,0,188,10,312,5.0,4.5
147,2,2009,110000,1,0,0,14,114,178,5.0,18.0
678,3,2015,45960,4,1,0,258,10,318,5.0,5.56
1255,1,2013,48000,1,0,0,97,70,165,5.0,22.0
807,5,2011,68000,1,0,0,46,74,83,5.0,22.0
694,9,2011,41000,4,1,0,291,10,310,5.0,2.65
635,6,2013,69573,1,1,2,344,39,59,5.0,5.85
1805,2,2012,115000,1,1,0,266,58,72,5.0,6.95
924,8,2012,47629,1,1,0,131,74,75,7.0,6.5
1080,6,2004,66624,4,1,3,278,137,219,8.0,0.85
1553,4,2013,80000,4,0,2,115,52,130,5.0,7.25
1159,10,2012,94868,1,1,0,354,14,299,5.0,4.5
868,9,2010,76477,1,1,0,7,74,45,8.0,4.25
1285,2,2016,28000,4,0,0,86,63,141,5.0,26.0
907,3,2017,28599,1,1,0,174,93,16,6.0,9.66
1434,1,2013,45348,1,1,2,255,29,22,5.0,6.85
51,3,2013,80127,1,0,0,56,58,112,5.0,23.68
807,4,2013,68000,1,0,2,46,74,83,5.0,15.75
1847,10,2012,75000,1,1,3,299,46,13,5.0,3.5
100,4,2006,48000,4,0,2,29,111,208,5.0,6.99
539,3,2019,41871,1,1,0,349,39,56,5.0,15.57
1645,3,2015,84931,1,1,0,138,109,327,7.0,5.29
208,8,2016,15000,4,1,0,349,138,250,5.0,2.25
149,2,2009,110000,1,0,0,31,114,185,5.0,20.0
117,9,2011,5900,4,0,0,422,127,238,4.0,47.5
975,2,2002,103653,4,1,2,253,1,240,5.0,1.22
1831,2,2012,64806,4,1,0,170,11,296,5.0,3.65
202,10,2016,35000,4,1,0,301,11,278,7.0,3.1
522,1,2016,40000,4,1,0,137,42,48,5.0,11.5
965,7,2015,23876,4,1,0,374,144,282,5.0,3.46
581,3,2013,67901,1,1,0,114,76,155,7.0,8.38
1827,10,2014,68865,1,1,0,132,46,13,5.0,4.8
367,10,2014,71000,1,1,2,395,37,365,5.0,4.5
1068,2,2004,95000,4,1,0,153,15,371,5.0,0.8
1159,8,2014,25000,1,1,0,354,14,299,5.0,3.95
1534,5,2012,180000,1,1,0,297,46,11,5.0,3.65
1269,9,2005,131000,1,0,0,14,113,159,5.0,10.0
887,4,2011,65000,1,1,2,39,74,45,8.0,4.0
1388,5,2012,117777,1,1,0,331,29,330,5.0,4.75
1140,1,2009,65000,4,1,2,208,15,333,5.0,3.1
533,7,2017,46897,4,1,0,317,139,252,5.0,3.61
391,3,2015,36695,4,1,0,268,11,338,5.0,4.29
1387,8,2011,43000,4,1,0,225,11,303,5.0,2.13
971,9,2008,54000,4,1,0,278,137,239,5.0,1.1
74,5,2011,89000,1,0,0,348,64,150,5.0,13.95
1817,9,2014,7000,4,1,0,170,11,299,5.0,5.35
1001,5,2014,58470,4,1,0,360,144,279,5.0,3.9
1208,8,2014,37000,4,1,0,329,10,315,5.0,2.8
1032,9,2016,29000,1,1,0,400,14,342,5.0,8.75
7,5,2013,52000,1,0,0,174,58,83,5.0,19.5
391,8,2013,32807,4,1,0,268,11,338,5.0,2.75
893,5,2013,86000,1,0,0,35,74,45,8.0,8.0
437,4,2014,66500,1,1,0,397,37,365,5.0,5.7
135,0,2012,94000,1,0,0,190,64,142,5.0,12.5
198,2,2011,29000,4,1,2,224,143,265,5.0,1.75
326,2,2010,107389,1,1,2,287,26,283,5.0,1.9
1168,0,2015,36100,4,1,0,294,10,315,5.0,4.5
1318,9,2015,16329,1,0,0,264,70,119,5.0,30.3
1504,5,2014,36000,1,0,0,265,58,77,5.0,16.0
144,7,2017,41816,1,0,0,244,64,150,5.0,32.78
529,6,2015,54680,4,1,0,317,139,252,5.0,2.5
21,5,2017,14000,1,0,0,234,58,147,5.0,43.0
308,7,2017,23977,4,1,0,229,9,338,5.0,5.38
960,5,2013,30131,4,1,0,312,144,282,5.0,2.65
954,5,2017,2530,4,1,0,381,137,241,5.0,3.3
1323,5,2015,39000,1,0,0,264,70,113,5.0,34.0
584,2,2001,140000,4,1,3,289,2,283,5.0,0.7
668,7,2017,32257,1,1,0,377,3,290,5.0,6.83
367,7,2016,46983,1,1,0,395,37,365,5.0,5.77
1171,2,2008,107000,1,1,2,217,14,303,5.0,3.1
1816,9,2017,19000,4,1,0,163,12,299,5.0,4.95
8,1,2013,88000,1,0,0,194,58,123,5.0,16.25
816,3,2012,84384,1,0,0,4,126,209,7.0,52.54
924,2,2011,128000,1,1,3,156,74,75,7.0,6.4
267,1,2011,71000,1,1,3,68,94,77,7.0,6.95
1576,8,2008,50000,1,1,0,197,25,249,5.0,0.85
976,2,2016,16000,4,1,0,327,10,324,5.0,6.95
667,8,2017,82000,1,1,0,377,3,290,5.0,3.45
464,4,2008,80000,4,1,0,81,53,61,5.0,2.75
769,4,2015,36000,4,1,2,246,10,316,5.0,4.95
1634,3,2018,17477,4,1,0,188,11,25,5.0,9.62
764,3,2016,16725,4,1,0,246,10,316,5.0,6.79
1145,9,2014,48241,4,1,0,258,10,333,5.0,4.5
1196,7,2014,52431,4,1,0,346,144,279,5.0,3.01
765,1,2012,68000,1,1,0,338,25,346,5.0,4.4
1733,5,2012,158000,1,0,0,50,112,116,7.0,17.49
704,3,2014,31446,4,1,0,291,10,310,5.0,4.66
564,2,2015,25000,4,1,0,253,10,318,5.0,5.5
750,0,2016,57000,4,1,0,246,10,316,5.0,6.0
602,5,2007,76000,4,0,0,188,2,371,5.0,2.4
1183,7,2018,57078,1,1,0,376,14,342,5.0,10.19
367,7,2016,47471,1,1,0,395,37,365,5.0,5.25
1297,5,2014,50000,1,0,0,136,70,166,5.0,45.0
767,0,2010,62000,1,1,0,356,25,350,5.0,2.7
691,3,2013,65807,4,1,0,281,2,284,5.0,3.39
1135,5,2014,81768,1,1,0,402,14,299,5.0,5.69
156,7,2018,9952,4,0,0,5,111,208,2.0,58.54
981,5,2017,24000,1,1,0,409,14,299,5.0,8.4
165,5,2012,72921,1,1,0,391,140,259,5.0,2.5
394,10,2012,59000,4,1,0,268,11,338,5.0,3.25
329,9,2014,33000,1,1,2,287,26,284,5.0,3.25
1005,10,2016,36789,4,0,0,360,144,279,5.0,4.25
1322,6,2014,41000,1,0,0,123,70,119,5.0,18.5
603,5,2007,71000,4,0,0,188,2,371,5.0,2.4
391,6,2015,46650,4,1,0,268,11,338,5.0,4.25
980,9,2018,3000,4,0,0,327,10,324,5.0,8.85
533,3,2014,14799,4,1,0,317,139,252,5.0,4.14
1781,9,2011,44000,2,0,0,442,52,292,5.0,12.75
726,5,2015,68525,1,1,0,356,25,350,5.0,7.0
270,5,2018,15000,1,0,0,11,120,156,7.0,33.0
460,0,2017,29000,4,1,0,203,36,41,5.0,10.0
1112,7,2012,77407,1,1,2,329,14,347,5.0,3.53
187,6,2007,118000,4,1,0,60,46,4,5.0,1.35
1848,4,2013,75000,1,1,0,299,46,13,5.0,4.5
428,10,2012,69000,4,1,0,180,36,37,5.0,4.9
512,7,2016,52553,1,1,0,275,39,56,5.0,12.26
671,9,2014,58000,1,1,2,377,3,290,5.0,3.99
1290,9,2017,24000,1,0,0,221,70,119,5.0,46.95
326,5,2015,65542,1,1,0,287,26,283,5.0,3.8
1802,0,2013,68008,1,1,2,127,54,16,5.0,6.75
902,3,2017,22251,1,1,0,240,33,0,7.0,8.75
261,2,2013,55000,4,1,2,150,38,27,5.0,5.2
637,7,2017,19387,4,1,0,193,42,48,5.0,8.42
1200,10,2014,58000,0,1,0,403,144,260,5.0,3.0
764,9,2016,24001,4,1,0,246,10,316,5.0,5.75
23,8,2008,17000,1,0,0,135,58,76,5.0,9.75
1375,4,2015,28500,4,1,0,270,11,279,5.0,3.5
1297,6,2014,66000,1,0,0,136,70,166,5.0,30.0
804,4,2017,22000,1,0,0,58,74,82,5.0,35.0
517,3,2018,44383,4,1,0,150,42,48,5.0,13.25
1533,9,2013,45000,1,1,0,297,46,11,5.0,3.65
1135,6,2015,58000,1,1,0,364,14,299,5.0,5.25
513,4,2016,69000,4,1,0,150,42,48,5.0,9.7
571,3,2017,60993,1,1,0,372,3,288,5.0,5.21
905,10,2016,67000,1,1,0,240,33,0,7.0,6.3
571,7,2014,51134,1,1,0,372,3,288,5.0,4.72
149,2,2011,55000,1,0,2,31,114,185,5.0,28.0
1039,3,2018,25082,1,0,0,413,14,294,5.0,8.37
1738,4,2012,68350,1,1,0,50,112,116,7.0,14.0
32,5,2015,50000,1,0,0,213,58,123,5.0,36.0
479,10,2015,97000,1,1,0,408,37,365,5.0,6.4
64,3,2015,56238,1,0,0,22,125,215,7.0,51.69
872,6,2014,72618,1,1,0,39,74,45,7.0,8.0
175,5,2012,62005,1,1,0,235,63,86,5.0,9.8
167,5,2012,61250,1,1,0,391,140,259,5.0,2.7
19,3,2014,28469,1,0,0,234,58,147,5.0,24.37
1524,7,2018,21488,4,0,0,100,46,12,5.0,9.72
1135,10,2014,197000,1,1,0,364,14,299,5.0,5.0
1731,10,2009,138205,1,1,2,26,112,120,7.0,10.5
1159,6,2012,160000,1,1,2,354,14,299,5.0,3.9
424,3,2012,67590,4,1,0,188,36,42,5.0,5.65
1297,9,2012,52000,1,0,0,136,70,166,5.0,29.95
1155,1,2008,100000,1,1,2,217,14,303,5.0,3.0
233,8,2017,60048,1,1,0,398,37,369,5.0,6.0
704,9,2009,48000,4,1,0,291,10,310,5.0,2.11
227,8,2010,47000,4,1,0,112,146,372,5.278735151413753,1.49
970,6,2011,100000,4,1,0,278,137,239,5.0,1.5
1719,3,2013,62601,1,1,0,367,19,371,5.0,4.67
1168,1,2006,80010,4,1,2,294,10,315,5.0,2.85
1318,3,2017,26493,1,0,0,264,70,119,5.0,33.64
1570,5,2011,96000,1,1,2,220,25,246,5.0,0.91
958,6,2014,45700,4,1,2,351,137,241,5.0,2.42
1544,8,2005,13000,4,0,0,434,103,153,5.0,3.25
1831,8,2013,38000,4,1,0,170,11,296,5.0,2.8
1042,3,2019,8018,4,0,0,339,10,315,5.0,8.3
889,1,2010,144400,1,1,3,39,74,45,8.0,5.25
1171,6,2010,152000,1,1,0,217,14,303,5.0,2.9
82,10,2013,71000,1,0,0,252,64,142,5.0,15.0
1622,6,2012,80000,4,1,2,390,134,227,4.0,0.53
1763,9,2014,87143,1,1,0,64,89,0,8.0,12.5
393,9,2012,25000,4,1,0,237,11,338,5.0,2.75
1651,10,2018,2000,4,0,0,370,12,328,5.0,5.0
887,7,2014,45239,1,1,0,39,74,45,8.0,7.09
97,5,2011,101999,1,0,0,177,64,172,5.0,19.99
1688,9,2014,74219,1,1,0,328,19,339,5.0,10.75
446,9,2016,25000,4,0,0,224,36,41,5.0,9.45
650,5,2008,109606,1,1,0,339,39,56,5.0,2.9
1136,8,2015,36000,1,1,0,402,14,299,5.0,4.7
1035,3,2016,41810,4,1,0,307,21,351,5.0,7.11
257,6,2014,93321,1,1,0,349,37,349,5.0,6.25
960,5,2011,81000,4,1,0,312,144,282,5.0,2.2
372,7,2019,25717,4,0,0,254,12,346,5.0,8.86
921,4,2015,37000,1,1,0,131,74,75,7.0,9.3
902,3,2017,56380,1,1,0,240,33,0,7.0,7.57
488,2,2017,8000,4,1,0,232,12,344,5.0,7.9
1167,7,2018,14589,4,1,0,161,15,341,5.0,5.65
1832,4,2013,65088,4,1,0,170,11,296,5.0,3.25
516,3,2019,24864,1,1,0,297,39,56,5.0,16.27
169,3,2011,64831,4,1,0,246,12,311,5.0,3.21
378,8,2013,38001,1,1,0,395,37,365,5.0,3.9
1267,9,2008,77000,4,0,2,1,91,97,5.0,6.5
115,5,2016,27000,1,0,0,245,114,198,5.0,48.0
3,9,2016,39000,1,0,0,293,58,80,5.0,18.9
1135,10,2015,131000,1,1,0,402,14,299,5.0,3.6
1135,8,2015,43000,1,1,0,402,14,299,5.0,5.5
1759,10,2011,68000,1,1,2,56,89,3,7.0,7.0
141,1,2016,45165,1,0,0,160,64,142,5.0,41.75
97,5,2007,120000,1,0,0,177,64,172,5.0,10.5
924,3,2014,86091,1,1,0,131,74,75,7.0,10.09
419,4,2009,71499,4,1,0,188,36,42,5.0,3.0
230,2,2014,50000,1,1,0,188,77,73,7.0,12.0
1820,6,2015,66000,1,1,0,288,37,340,5.0,4.91
484,8,2010,45000,4,1,0,156,11,350,5.0,2.0
1720,5,2015,69189,1,1,0,367,19,281,5.0,5.3
1411,9,2014,40206,1,1,0,255,29,25,5.0,7.22
140,7,2017,36723,1,0,0,244,64,150,5.0,32.57
714,9,2010,57500,4,1,0,241,10,312,5.0,2.75
1049,7,2018,43912,0,1,0,130,9,292,5.0,4.33
302,5,2011,52000,1,1,0,217,26,283,5.0,3.75
420,7,2014,60952,4,0,0,180,36,42,5.0,5.91
1160,2,2013,87192,1,1,0,388,14,299,5.0,4.35
570,4,2014,58000,1,1,0,372,3,288,5.0,3.25
1789,9,2016,16650,4,1,0,188,11,299,5.0,5.5
446,7,2018,34696,4,0,0,224,36,41,5.0,12.08
978,7,2018,42243,1,1,0,409,14,299,5.0,7.48
571,6,2016,57824,1,1,0,372,3,288,5.0,5.5
1137,6,2011,110000,1,1,0,265,14,296,5.0,3.5
1120,4,2006,63000,4,1,0,161,146,372,5.278735151413753,1.6
808,4,2013,72000,1,0,0,0,74,36,5.0,15.5
1731,5,2013,63455,1,1,0,26,112,120,7.0,19.0
489,5,2017,17151,1,1,0,408,37,365,5.0,8.4
1179,10,2016,31001,1,1,0,376,14,342,5.0,7.25
1135,8,2014,42109,1,1,0,364,14,299,5.0,4.25
1511,4,2015,55000,1,0,2,332,37,12,5.0,5.7
810,5,2013,46000,1,0,2,0,74,36,5.0,26.0
956,5,2013,30852,4,1,0,351,137,241,5.0,2.49
1832,10,2011,65000,4,1,2,170,11,296,5.0,3.0
436,4,2015,65000,1,1,0,397,37,365,5.0,5.95
1129,4,2013,72000,1,1,0,364,14,299,5.0,2.69
9,1,2014,29000,1,0,0,194,58,123,5.0,26.0
451,8,2015,32000,4,1,0,217,36,41,5.0,5.5
316,2,2016,29875,4,1,0,229,9,338,5.0,4.85
1178,7,2018,32539,1,1,0,376,14,342,5.0,8.39
1432,5,2015,83090,1,1,0,255,29,22,5.0,7.99
742,5,2016,62679,1,1,0,321,25,345,5.0,6.95
853,9,2010,93000,4,1,0,147,23,303,5.0,1.5
433,9,2006,44000,4,1,0,214,36,309,5.0,1.55
331,1,2010,78400,4,1,2,143,9,288,5.0,2.75
1447,9,2014,71300,4,1,0,67,46,5,5.0,4.25
706,8,2015,18000,4,1,0,291,10,310,5.0,2.85
803,3,2019,24013,1,0,0,57,67,88,7.0,56.14
52,0,2009,99100,4,0,2,439,61,169,5.0,10.0
1177,9,2003,62000,4,1,2,21,15,324,8.0,1.25
1143,8,2017,14000,1,1,0,402,14,299,5.0,7.5
12,3,2015,44811,1,0,0,194,58,123,5.0,25.81
1816,0,2014,44000,4,1,0,170,11,299,5.0,4.3
1731,2,2010,136000,1,1,2,26,112,120,7.0,11.0
1731,6,2010,144113,1,1,2,26,112,120,7.0,11.75
352,3,2012,94989,4,1,0,56,79,132,5.0,6.58
1173,2,2012,58133,1,1,0,354,14,299,5.0,4.8
1471,10,2008,61000,4,1,2,208,11,288,5.0,1.65
794,8,2017,27000,1,1,0,193,57,119,5.0,15.0
1623,0,2014,18050,4,1,2,390,134,227,4.0,1.0
294,5,2007,145277,4,1,0,138,44,2,5.0,1.65
